message_id,user_id,created_at_utc,message,"Right now, I feel satisfied with myself","Right now, I have a positive attitude towards myself","Right now, I feel I have a number of good qualities",Remove
1244352792434794498,519866130,2020-03-29 19:56:39,Big thanks to @TheAVClub for including our “Can The South Be Redeemed?” in their best episodes of last week roundup. Cool list. nn,50,50,50,0
1246812071985061888,73268079,2020-04-05 14:48:57,Eyes got the nerve to open at 8 something AM,70,70,70,0
1251449654828568577,500716112,2020-04-18 9:57:03,@funder @rolandsmartin #Trump  following #fools!,50,50,50,0
1248988116876169216,785301552663855104,2020-04-11 14:55:46,@chrisZerfass @WSJ We have a lot of work to do this week 💻🗒🖊🔍,30,30,30,0
1240700822448517122,1170736740560072705,2020-03-19 0:00:00,Andris Cardinal Foyle Morrow.,,,,1
1241532928875589632,931688443591008256,2020-03-22 1:11:31,Ready to lit with my man tonight. 🍻✨,60,60,60,0
1236371893034385409,203680629,2020-03-07 19:23:24,One of my clients I really struggled with in the beginning has made such amazing progress like I can see it on her face that’s how apparent it is and to know I had a small part in that wow 🥺 feeling like no other,100,100,100,0
1243739173313445889,19100494,2020-03-28 3:18:21,@marcalainb The world has become more competitive. When there is competition we don’t have enough time and/or chose not cultivate close relationship for fear of betrayal. Gen yun pwoveb Ayisien pou sa wi m bliye l.,30,30,30,0
1249532356848840704,65517263,2020-04-13 2:58:23,RT @brat2381: I don’t even have the words...?nnRest easy warriors nnCoronavirus: Half the Holyoke Soldiers’ Home veterans have contracted COVID-19 30 dead,30,30,30,0
1247213350037139458,3277967868,2020-04-06 17:23:29,@BrianRoemmele @Scobleizer 100 million sounds like a steal if/when consumer behavior changes especially considering how many partnerships they already have,50,50,50,0
1235221808707555330,56864112,2020-03-04 0:00:00,@usacsmret @JWSNMNJ Interesting that the @DNC has been seeking the removal of the electorate but suddenly find them…,40,40,40,0
1247273652342657024,749645334,2020-04-06 21:23:06,@SSBMagi So embarrassing when falcos microshine whiffs :(,50,50,50,0
1243926537608384512,1103418985779888128,2020-03-28 15:42:52,?: dance to this (troye sivan ft. ariana grande),50,50,50,0
1240379469447208963,960307600289124353,2020-03-18 20:48:05,@Lifes_Ah_Laugh O wow I’m not subscribing,50,50,50,0
1246820535469846528,96223700,2020-04-05 15:22:35,@dmjhtx Apricot and tart cherry took over once i passed 30.,50,50,50,0
1249845505447919616,735586650986663936,2020-04-13 23:42:44,"""Woman are so adorable when you compliment there dresses and it has pockets.nnThey are like """"thanks it has pockets""""nnAnd then they slide they hands in it to show you 🥰""",100,100,100,0
1250422835748597760,72676748,2020-04-15 13:56:50,@scalzi This your your regular reminder that we live in the best of all possible dystopias.,90,90,90,0
1256147477595598849,985349091084390401,2020-05-01 9:04:31,Im h u n g r y but Im so scared of food rn and I don’t really know what to do,40,40,40,0
1240310847123206147,18586178,2020-03-18 16:15:24,"@ThreeWolfPizza @MAMETCHl Its they tone of the way the ask most of the time, sorry it's harder to explain in txt, but most of the time they ask in a disgusted/rude tone. So after almost 20yrs of getting asked this, I just respond with how things are for us. We love each other & we choose to work together.",80,80,80,0
1244548197105709058,3951205588,2020-03-30 8:53:07,"@LittleVodkaOwl Toss up, Interview with a Vampire or The Lost Boys? Like em both, very much.",50,50,50,0
1240720289455095811,611100857,2020-03-19 19:22:23,@wine_mom_810 The little bat 😍🦇,50,50,50,0
1250463241660227587,955916971765387265,2020-04-15 16:37:23,$TOUR China travel sympathy name to $LTRPB which is up 1300%. Added some,50,50,50,0
1249105610190143489,79882896,2020-04-11 22:42:39,@atrupar Lol an so it goes.,50,50,50,0
1242509367305519106,895813988,2020-03-24 0:00:00,<USER> OOO I LOVE,70,70,70,0
1242047534153060352,811564873486389248,2020-03-23 11:16:22,Ma a voi piacciono di piÃ¹ i quaderni a quadri o quelli a righe??,,,,1
1242155474348167168,1163905778606051328,2020-03-23 18:25:17,@Deepseablue8 I didn't consider this before seeing this tweet but now I vow to make this a reality,70,70,70,0
1243684988819845120,1944187357,2020-03-27 23:43:02,@DonDeezy_VibeG Just got done eating 🍽,50,50,50,0
1245767232497446912,1342930501,2020-04-02 17:37:08,@TheView @BernieSanders Biden has credible sexual assault claims against him. He is no longer a viable candidate for president. Of course Bernie should stay in the race. Are you going to grill Biden over his sexual assault? @WhoopiGoldberg,40,40,40,0
1242614155699511296,18157665,2020-03-25 0:47:56,"Hanna was home sick yesterday and her coworkers made her feel emotionally sick today, so I made dinner tonight. Sloppy Joe's and green beans.",60,60,60,0
1237474442801971202,4138318336,2020-03-10 0:00:00,<USER> <USER> first tik tok now youtube ive seen it all,50,50,50,0
1246475197181562881,2492550129,2020-04-04 16:30:20,@DarnellMayberry @johnhollinger That first graph 😂🤣☠️,50,50,50,0
1246500516827402243,1001990241664847880,2020-04-04 18:10:56,"@bennyjohnson Send me a 1,000 ballots for her district.",50,50,50,0
1246623144355471365,3095735727,2020-04-05 2:18:13,"Sold my old furniture (besides my bedroom set) so I wouldn’t have to ship it here, and didn’t consider that all furniture stores are closed. Empty apartment until further notice. Wow. I HATE it here. 🤦‍♀️",40,40,40,0
1244171291244052481,3330422532,2020-03-29 7:55:26,as surreal and fucked as 2020 has been I’m still glad it’s not 2019 lol nothing was darker than that fucked piece of shit year,50,50,50,0
1238687240882094080,975222575113605120,2020-03-14 0:00:00,@jacksonIjacobs oh no im so sorry,40,40,40,0
1247046927595773955,2731478320,2020-04-06 6:22:11,I was just broke I ain’t going back,40,40,40,0
1248036473644949504,517122546,2020-04-08 23:54:17,Every time The Take plays on my phone I think my service is fucking up .. why he had to do that dumb ass intro 😩,50,50,50,0
1244047046514020354,1607376348,2020-03-28 23:41:43,@americangirldog divine beasts make ganon easier might as well distract yourself and have fun till you finish the last beast,50,50,50,0
1249709767968382978,1184904426433236995,2020-04-13 14:43:21,@sbschiller @RussOnPolitics @realDonaldTrump @FoxNews This my final response. He said there were “fine people on both sides”. One side consisted of neo-Nazis. The economic expansion began under President Obama. I’ve seen no evidence that Rep. Schiff “lied”. Ever heard of satire? The Mueller report reached no such conclusion. Blocked,30,30,30,0
1238625321257021441,627850537,2020-03-14 0:37:43,R Kelly gonna be pissed af when he finds out its COVID-19 and not COVID-14,50,50,50,0
1243535918646136832,78925749,2020-03-27 13:50:41,I just want a billion - Jeezy,50,50,50,0
1242924038554415105,1137781932748500992,2020-03-25 21:19:17,Thereâ€™s no better place to breakdown than the shower,70,70,70,0
1244310573241847808,259541183,2020-03-29 17:08:53,@YesThatMGibson @corona Yes!  Never let a good disaster go to waste.,50,50,50,0
1250123736377896963,1141743658825342978,2020-04-14 18:08:19,Chik fil a is my weakness,50,50,50,0
1251754467583721474,1014026146504171520,2020-04-19 6:08:16,Greys anatomy & a bottle of wine to myself = sobbing,40,40,40,0
1250792524857425920,141827701,2020-04-16 14:25:51,Laying here in bed and i randomly smell tequila 🤢,50,50,50,0
1245263953665679360,141321864,2020-04-01 8:17:17,RT @_svn24: march 32 2020 ?,50,50,50,0
1244733010848575489,623275062,2020-03-30 21:07:30,RT @BernieSanders: Corporate-run health insurance isn't about saving lives. It's about making as much money as possible. With Medicare for All we can finally put an end to this international disgrace.,70,70,70,0
1238696355347836929,1300866205,2020-03-14 5:19:59,@racquetball38 NO FUCKIN JOKE,50,50,50,0
1237420204981997570,2601842078,2020-03-10 16:49:01,"@jacobbranham18 This year there are about 8 different varieties of BBB, fun and expensive.",50,50,50,0
1237178501557616640,21416018,2020-03-10 0:48:35,@lammylala Same.,50,50,50,1
1248679632506765313,239558243,2020-04-10 18:29:58,Or not,50,50,50,1
1246245502045298688,14948068,2020-04-04 1:17:36,RT @ashahshahani: Was proud to sign onto this letter by 200+ legal activists & orgs demanding that US #EndCovidSanctions against #Iran & #Venezuela.nnBecause #SanctionsKill & time is of the essence.  nnThanks to the organizers: @NLGnews @AAJContinental @IADLLaw @lrwcanadan,30,30,30,0
1244017735501217792,74080896,2020-03-28 21:45:15,@itsdaffsworld @_Juic5 @H_KingzOwn @Kingsj_6 Sour monkey is the best,50,50,50,0
1251418029994528769,4273494793,2020-04-18 7:51:23,she’s doesn’t have any legs,50,50,50,0
1256804670523260928,3011318865,2020-05-03 4:35:58,Sometimes it stresses me out that I’m the only thing/person that will calm him down because I get overwhelmed at times. But it’s also very beautiful that he loves me so much. I’m grateful.,40,40,40,0
1260673934900563968,2311222284,2020-05-13 20:51:02,Are you a dark mahogany wood in the library tea drinker? Stone walls and cool interior with great study atmosphere? Dublin.,50,50,50,0
1242951558784069632,1213300651347677187,2020-03-25 23:08:39,"@segovianoooo Yes I did, you just forgot. 🙄",50,50,50,0
1235033496353030144,33443030,2020-03-04 2:45:06,@thecinemascene 100,,,,1
1249549622177136640,978992928,2020-04-13 4:07:00,"""Drinking game:nnTake a shot every time the dude in this video uses the word """"dickhead"""".\n\nAlcohol poisoning will get you long before Coronavirus can. """,60,60,60,0
1241111918321926145,62364073,2020-03-20 21:18:34,@JustinPenik Giants will do the opposite of what all the fans want. So we want Simmons I'm convinced it will be a LT.,50,50,50,0
1236735209686454273,271282858,2020-03-08 0:00:00,@torigottlieb_ Addendum: WHY DO I HAVE SUCH A CRUSH ON MATTHEW RHYS?,50,50,50,0
1.24543E+18,1071509652293193734,2020-04-01 19:20:27,@RyanAFournier Maybe their abuse of office and tunnel vision only focusing on impeachment and not the people will be apparent in November if they don’t lose their seats maybe at least they’ll lose their chairs,40,40,40,0
1244052164953214978,1069300331153108996,2020-03-29 0:02:04,:(,50,50,50,0
1250153295752171520,4865439453,2020-04-14 20:05:47,This new pop out body bout to be real slickkk ?,50,50,50,0
1243742972170166273,346322416,2020-03-28 3:33:26,@osexbeats Probably not,50,50,50,0
1249162871457624066,371136641,2020-04-12 2:30:11,@Quaadzz @ACMEMachew Ian even see that bro 😂😂,50,50,50,0
1242517584064331776,24663872,2020-03-24 18:24:11,I’m always fascinated by learning the meaning to words I don’t hear often. I always use them in future conversations hence why y’all need to read a book to pass time #stayproductivepeople,30,30,30,0
1252268743956197376,875955445256437760,2020-04-20 16:11:49,@naygraham_ ????? frs my guy had me loaded a year ago today,50,50,50,0
1245033952105992192,25569655,2020-03-31 17:03:20,RT @MoorInformation: March 31 2019 —  Rapper activist & entrepreneur Nipsey Hussle was shot & killed outside his store in LA. ??,30,30,30,0
1248538768648343553,1089974642440396802,2020-04-10 9:10:13,I remember them lonely as nights..,40,40,40,0
1241165507094548480,18816934,2020-03-21 0:51:31,@IvankaTrump Girl please. Your sweat shops and 17 trademarks and your Daddy Lover company product from China are not American Small Businesses. FOH.,40,40,40,0
1242765805265149952,946722409242968065,2020-03-25 10:50:32,"""RT @harrypetsanis: """"The ability to embrace the truth even when it's painful on many levels is a step in the right direction. We often punish people for telling us things we don't want to hear which only conditions them and penalizes us."""" #WednesdayMotivation #WednesdayWisdom #WednesdayThoughts""",60,60,60,0
1248289559181475841,1273395416,2020-04-09 16:39:57,RT @13uckaroo: You look 50 years older and 200 pounds fatter!? @TimetTheWolf,40,40,40,0
1243923948334710786,2760250076,2020-03-28 15:32:34,@RoyMay15 😂😂😂,,,,1
1245899430546587648,15545683,2020-04-03 2:22:26,"@CedGolden @JohnBridges @kbohls But after this play and these injuries, it looked kind of bleak. Briefly",50,50,50,0
1241796327257845762,3357883073,2020-03-22 18:38:10,Waiting for Nothing âŒ›ï¸,50,50,50,0
1238479330864517121,211387971,2020-03-13 14:57:36,"@jschil @PGA Just said there were rumblings. The rumblings probably are created by the very fact you state, which is Valhalla is the fallback site for PGA events. Right now, no solid evidence of any preparations being made there and GM provided no insight on the subject.",50,50,50,0
1251549179970805764,1613947800,2020-04-18 16:32:31,@grindtime98 Thats how ya shit be looking 😭,50,50,50,0
1249384090635325441,312427516,2020-04-12 17:09:14,@_voodoo_magic Shit sucks but mfs gone find a way 🙏🏽💯,70,70,70,0
1241891257556725761,1201588294661763072,2020-03-23 0:00:00,Like I Said Sagittarius ♐️ The Best Sign ??‍♂️,80,80,80,0
1238146164144386050,1132570861,2020-03-12 16:53:43,"It’s not the virus ruining lives, it’s all these cancellations. Destroying careers cause people don’t know how to was their hands. Highly disappointed w/ those in charge of these events. You can still play w/o fans. All fault goes to the media. Thought induced panic was illegal..",40,40,40,0
1238213245783150598,1040436696079368197,2020-03-12 21:20:17,I suggest everyone stock up on food water toilet paper paper towels etc today. These next few weeks are going to be real rocky don't take this shit lightly. A few days ago i thought this wasn't anything to worry about boy was i wrong! Be safe!,60,60,60,0
1241604313870405634,520515978,2020-03-22 5:55:10,Alguien se acordÃ³ que ya empezÃ³ el otoÃ±o?,,,,1
1243269016556310533,131724843,2020-03-26 20:10:07,When it’s 16 minutes left in the workout and you feel like tapping out already!!!! LORDDDDD😩😩😩😩😩😩,30,30,30,0
1245020568564482052,1026862597151358977,2020-03-31 16:10:09,I got so bored last night i did two weeks worth of homework,70,70,70,0
1249137997645254657,394845285,2020-04-12 0:51:21,@Mr_H_Teacher @HumbleAnthem @rushtheband @RushFanCast @RushFamTourneys @vivien2112 Hemispheres,50,50,50,0
1249714253164154881,1064411137,2020-04-13 15:01:11,@ronnmail Praying for you and your family during these trying times nSending all the positive vibes,60,60,60,0
1249148695884574721,1409261690,2020-04-12 1:33:51,RT @RandPaul: Thank God for a judge who understands the First Amendment prevents the government from prohibiting the free government exercise of religion. nnCOVID-19 in Kentucky: Judge grants church's request to hold services,30,30,30,0
1238724946278440961,2902756450,2020-03-14 7:13:36,@shoe0nhead yang has fully succumbed to andrew yin's influence,50,50,50,0
1243758391589097473,985661144,2020-03-28 4:34:43,RT @ineedbraincell: just like frank ocean i am in my room,50,50,50,0
1237979693078454274,2421357379,2020-03-12 5:52:14,I hate when people correct my grammar over something that doesn’t matter. If it’s not an essay or important email I don’t care!!!,50,50,50,0
1241077951182987264,1132083344533991424,2020-03-20 19:03:36,"@GDPenman @ShambazzleGames Yeah, it's me as well.",50,50,50,0
1255512567549775874,516241683,2020-04-29 15:01:37,"""RT @jiggyjayy2: yall will believe a stranger when he tell you she's a hoe, but 10 women say your homeboy is rap*st and suddenly, """"nah they all lying on my boy"""". YEAH OK.""",30,30,30,0
1241195044742123521,265571162,2020-03-21 2:48:53,"@WadeiLLson A BBQ with like.. guests? That's fucked up. I can see grilling as a family, but throwing a party is just bullshit.",30,30,30,0
1252767897103056896,888489008002719745,2020-04-22 1:15:16,@SportsNation ???,,,,1
1243436745389223936,396914138,2020-03-27 7:16:36,What I wouldn’t give to have a round 3 of warriors cavs with no kd.,50,50,50,0
1235784910742245376,82402874,2020-03-06 4:30:57,@glittersquirrel Cat?,50,50,50,0
1243277522739044353,2259304572,2020-03-26 20:43:55,I wish I had somebody to at least play games with,70,70,70,0
1245542249372332033,937985749,2020-04-02 2:43:07,RT @caitoz: I don't remember voting for a paradigm where powerful governments pour the lion's share of resources into sabotaging toppling and destroying nations which don't defer to their interests. Do you?,40,40,40,0
1249205732379107329,59710704,2020-04-12 5:20:30,"""RT @ThroneQuotes: Sansa Stark: """"There are no heroes. In life the monsters win."""" """,40,40,40,0
1238928599882911744,863199799,2020-03-14 20:42:51,@RobertsDavid69 Had one just like this!,50,50,50,0
1239379294176100352,1240167464,2020-03-16 2:33:44,Had a dream I won ibjjf haha wtf,50,50,50,0
1244032230667833350,2932164669,2020-03-28 22:42:51,"Today kash said I’m the best big brother and I said you ain’t nobody’s brother, he dead ass looked at me and said “MOM IM LAINAS BROTHER THATS MY SIS DONT BE LIKE THAT” 🙄😂😂😂 @calleese_",50,50,50,0
1238164323807215619,2392165658,2020-03-12 18:05:53,since the world is ending from corona does anyone want to confess their love for me,70,70,70,0
1242718413996331008,731195746318422016,2020-03-25 7:42:13,About to wake my mom up,60,60,60,0
1244463171403804672,1050265829810429953,2020-03-30 3:15:15,RT @DipExStef: @justmonty,,,,1
1248825778860625920,1102868221550563328,2020-04-11 4:10:42,I just want 1k wins in 8ball 😭,60,60,60,0
1238647476548075521,3249160591,2020-03-14 0:00:00,@Spink_Laflare Just like that too ????,50,50,50,0
1240848019206991872,735814890,2020-03-20 0:00:00,Bruh all this time on my hands I’m finna fuk around n just send @YoungMAMusic some nudes ??‍♀️,70,70,70,0
1241481179267661824,74658490,2020-03-21 21:45:53,@BreezyHBaby Right before we closed I stopped billing people for service. The last thing people need right now is a bill for their water heater.,80,80,80,0
1250199632090664965,146931375,2020-04-14 23:09:54,@belensisaw @briebriejoy Amazing news! Can’t wait to have your principled take back in circulation. ????,50,50,50,0
1239593759404367880,634706585,2020-03-16 16:45:57,IF I DONT GET TO WALK THE STAGE BC OF THE CORONAVIRUS Im going live on Facebook for the first time in my cap and gown and I will walk across an empty stage. Period. My fiancé will hand me my empty degree holder and I’m editing in a loud applause.,60,60,60,0
1248104398913507330,803671909401587713,2020-04-09 4:24:12,RT @hal_presley: Blessed to receive a offer from Michigan State University!! #GoGreen,40,40,40,0
1242692878503198722,329654495,2020-03-25 6:00:45,im so jealous of all the animal sanctuary owners that are in quarantine with their lovely animals:(,50,50,50,0
1253370394389643265,62104982,2020-04-23 17:09:23,"Since I’m already late, might as well stop and get coffee.",70,70,70,0
1241606811934814208,1049234530505129984,2020-03-22 6:05:06,@LaurieGondles @DianaFry18 She is fantastic.,50,50,50,0
1239944642927484928,824831395709214720,2020-03-17 16:00:14,"The stress is real for me. Me and mine are healthy, but I am a nurse and the panic I'm talking down all day in my patients is exhausting me. Give me some cheerful and funny gifs to help me smile today. Thanks!",60,60,60,0
1244282932031873024,713453071637090308,2020-03-29 15:19:03,RT @jeandunn52: If Fox News is in legal trouble over their #coronavirus coverage then it's about time. They have been lying to the public for years. #AMJoy,50,50,50,0
1238928845123629056,1231011480398512134,2020-03-14 20:43:49,@tedcruz Prayers for Italy,50,50,50,0
1242303330287677440,1859626903,2020-03-24 4:12:49,Someone hop on fortnite??,40,40,40,0
1241879494203326464,24055653,2020-03-23 0:08:39,@RomeSixmile Shrooms are easier to get in the LBC,50,50,50,0
1241050442282328065,967651334429188096,2020-03-20 17:14:17,@fiton_app I just finish a cardio sweat with trainer  Aubre winters,40,40,40,0
1240307381092876288,3224516458,2020-03-18 0:00:00,If coming to Associate Gourmet Market isn’t part of your weekly routine you may want to rethink your priorities ?…,40,40,40,0
1251992942769844226,58955425,2020-04-19 21:55:53,@T_Viesal 22nd Coffee!,50,50,50,0
1251628409890971660,258084272,2020-04-18 21:47:21,@iCRUSH_youROLL ?????????? I am dying,50,50,50,0
1249718274801180672,119439816,2020-04-13 15:17:10,@BreeOlson Absolutely!,,,,1
1242902511595343873,331789954,2020-03-25 19:53:45,"@IndefiniteWild Excellent guidance here, Wes. Thank you!",50,50,50,0
1240666295844175875,101138882,2020-03-19 0:00:00,"""<USER> what is """"it""""?""",50,50,50,0
1247525211647295489,1077234873465749504,2020-04-07 14:02:43,"I’m really a vibe, the goat! I’m the best nigga to have hands down. I’m telling u it’s lit especially if I fucks wit you",50,50,50,0
1257250275901014023,621796522,2020-05-04 10:06:39,@AaronLaw92 @The_Herbert Love that view (i grew up in allesley) - & lucky enough last summer to get the job of restoring the windows and door / surround of the house behind that little girl. They were probably already 100 yrs old (and falling to bits!) when this was painted ;;).,60,60,60,0
1249857540516651009,1014238089307443201,2020-04-14 0:30:33,"God , Whatever I Did To Deserve Cramps Like This Every Month I’m Sorry Big Dawg 😩😩 .... Lol Nah Fr 😂",70,70,70,0
1237246749762154498,283753272,2020-03-10 5:19:46,3k spent for ultra and I’m not getting a single dollar back,50,50,50,0
1248458350641033217,126517417,2020-04-10 3:50:40,@ACMilanSydney @MilanNewsit Totally agreed. Got to let someone do their work. Interesting to see what happens with Maldini this summer...,50,50,50,0
1242303644164329473,601156099,2020-03-24 4:14:04,@BKlemensic13 I thought they were pretty good ?,50,50,50,0
1246435392984842240,155308435,2020-04-04 13:52:09,Marvin Gaye vibes this morning,50,50,50,0
1238060691183067136,46557076,2020-03-12 11:14:05,People staring at my like a psychopath as at 5:45am I’m blasting Irish music but ‘tis the season,60,60,60,0
1244959177786544128,34554134,2020-03-31 12:06:12,RT @FDL_AI: APPLICATION DEADLINE EXTENDED! You still have time to apply for the @FDL_AI 2020 research sprint.  nnApply by April 14:,50,50,50,0
1239917663859675136,91228409,2020-03-17 14:13:02,Man I wish my job was quarantining me ?,50,50,50,0
1249390716507377669,3175659064,2020-04-12 17:35:34,RT @money_g0hard: if you loud in the morning i automatically don’t like you,60,60,60,0
1242162480417292292,834553008109285376,2020-03-23 18:53:08,@imdexx_ should be a perm ban tbh. But fortnite is fortnite,50,50,50,0
1235890613540646912,111679566,2020-03-06 11:30:58,The money time and emotions you share with others are in foc... More for Capricorn,50,50,50,0
1248641016862826500,2647000734,2020-04-10 15:56:31,RT @route345art: ERIK a four-page short comic written and drawn by me. The Marvel and X-Men fan in me just wanted to do something for #ncbd,40,40,40,0
1250447903660875779,2881341927,2020-04-15 15:36:27,@ChrissyDawnVee Lol!,,,,1
1239750479443353606,1056196358263189504,2020-03-17 3:08:42,@ja_me_si_ya @expronzia @this_vid,,,,1
1243528472909266948,156912270,2020-03-27 13:21:06,"@jeremycorbyn I'll say what you are not allowed to say. Why did that Donald Trump look like, get a test for mild symptoms when or NHS staff can't get a test.",50,50,50,0
1245136776219504651,22770895,2020-03-31 23:51:55,RT @richaanirudh: Awwww! The “victim” card again! ?????? ????????????????,50,50,50,0
1241194277830422529,954350929,2020-03-21 2:45:50,I've been refreshing all my social media for like the last 2 hours lmao I'm so bored,70,70,70,0
1242311348245143552,20299969,2020-03-24 4:44:41,RT @_yourShadeKI Understand Y’all Bored But Come On Now ????,50,50,50,0
1237826936400834560,20339816,2020-03-11 19:45:14,Short covering bounce?,50,50,50,0
1245457024776798214,378245774,2020-04-01 21:04:28,@retrocrush_tv Those Manga entertainment dubs were something to behold. I will say that I unironically love the Devilman dub.,50,50,50,0
1239604118446104578,165540365,2020-03-16 17:27:07,Coronavirus ainâ€™t stopping this free agency from being absolutely wildstyle,80,80,80,0
1244820862353711109,18654631,2020-03-31 2:56:35,"@richardsession No way. I mean way. But fml, no way.",50,50,50,0
1249941422087815168,249984747,2020-04-14 6:03:52,RT @ToriNicksWho: The fakest people are always the extra friendly ones who be tryna befriend everyone & appear extremely neutral.. be mixxy & phony as hell.,30,30,30,0
1246654809626861568,370329046,2020-04-05 4:24:02,@Jess_Nneka Wow this is amazing! And so original! How does one even start something like this?,60,60,60,0
1249195262851125253,741066263078703104,2020-04-12 4:38:54,"@DoctorHenryCT Did you ask @senatemajldr? He might give you an answer, & DJT might not tell lies every times he speaks or tweets.",50,50,50,0
1243156883986317314,1107356406,2020-03-26 12:44:32,I like to see things from all perspectives,60,60,60,0
1252704045627817985,3272041716,2020-04-21 21:01:33,@aj_macready Great album. nnMy wife and I saw Gojira open for Opeth a few years back. It was a glorious show.,50,50,50,0
1247031706416295937,3411638589,2020-04-06 5:21:42,@MARSOLEIL damn i’ve been waitin for u to decode it ???,50,50,50,0
